UNIXTime,Data,Time,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1483082103,12/29/2016 12:00:00 AM,21:15:03,43,30.32,100,170.07,4.5,06:56:00,17:53:00
1483081802,12/29/2016 12:00:00 AM,21:10:02,43,30.32,101,161.32,4.5,06:56:00,17:53:00
1483081504,12/29/2016 12:00:00 AM,21:05:04,43,30.32,101,160.41,5.62,06:56:00,17:53:00
1483081202,12/29/2016 12:00:00 AM,21:00:02,43,30.31,101,169.97,5.62,06:56:00,17:53:00
1483080902,12/29/2016 12:00:00 AM,20:55:02,43,30.31,101,166.69,4.5,06:56:00,17:53:00
1483080605,12/29/2016 12:00:00 AM,20:50:05,43,30.31,101,168.03,5.62,06:56:00,17:53:00
1483080302,12/29/2016 12:00:00 AM,20:45:02,43,30.31,101,177.74,5.62,06:56:00,17:53:00
1483080003,12/29/2016 12:00:00 AM,20:40:03,43,30.31,101,166.49,4.5,06:56:00,17:53:00
1483079702,12/29/2016 12:00:00 AM,20:35:02,43,30.31,101,170.57,3.37,06:56:00,17:53:00
1483079405,12/29/2016 12:00:00 AM,20:30:05,43,30.31,101,171.04,3.37,06:56:00,17:53:00
1483079102,12/29/2016 12:00:00 AM,20:25:02,43,30.31,101,172.18,4.5,06:56:00,17:53:00
1483078805,12/29/2016 12:00:00 AM,20:20:05,44,30.31,101,162.88,3.37,06:56:00,17:53:00
1483078502,12/29/2016 12:00:00 AM,20:15:02,44,30.32,101,162.88,4.5,06:56:00,17:53:00
1483078210,12/29/2016 12:00:00 AM,20:10:10,44,30.31,102,162.88,3.37,06:56:00,17:53:00
1483077905,12/29/2016 12:00:00 AM,20:05:05,44,30.31,102,162.87,2.25,06:56:00,17:53:00
1483077605,12/29/2016 12:00:00 AM,20:00:05,44,30.31,102,162.87,3.37,06:56:00,17:53:00
1483077302,12/29/2016 12:00:00 AM,19:55:02,45,30.31,102,162.87,2.25,06:56:00,17:53:00
1483077005,12/29/2016 12:00:00 AM,19:50:05,45,30.31,102,162.87,2.25,06:56:00,17:53:00
1483076705,12/29/2016 12:00:00 AM,19:45:05,45,30.31,102,162.92,3.37,06:56:00,17:53:00
1483076403,12/29/2016 12:00:00 AM,19:40:03,45,30.31,102,161.05,5.62,06:56:00,17:53:00
1483076105,12/29/2016 12:00:00 AM,19:35:05,45,30.31,102,159.89,2.25,06:56:00,17:53:00
1483075802,12/29/2016 12:00:00 AM,19:30:02,44,30.31,102,164.14,4.5,06:56:00,17:53:00
1483075503,12/29/2016 12:00:00 AM,19:25:03,44,30.31,101,154.58,3.37,06:56:00,17:53:00
1483075202,12/29/2016 12:00:00 AM,19:20:02,44,30.31,101,165.65,3.37,06:56:00,17:53:00
1483074904,12/29/2016 12:00:00 AM,19:15:04,45,30.3,101,158.5,4.5,06:56:00,17:53:00
1483074602,12/29/2016 12:00:00 AM,19:10:02,45,30.31,101,161.34,2.25,06:56:00,17:53:00
1483074305,12/29/2016 12:00:00 AM,19:05:05,45,30.31,101,128.42,3.37,06:56:00,17:53:00
1483074002,12/29/2016 12:00:00 AM,19:00:02,45,30.31,101,94.99,1.12,06:56:00,17:53:00
1483073705,12/29/2016 12:00:00 AM,18:55:05,45,30.3,101,111.61,1.12,06:56:00,17:53:00
1483073402,12/29/2016 12:00:00 AM,18:50:02,45,30.31,101,119.91,1.12,06:56:00,17:53:00
1483073102,12/29/2016 12:00:00 AM,18:45:02,45,30.3,101,119.92,2.25,06:56:00,17:53:00
1483072802,12/29/2016 12:00:00 AM,18:40:02,45,30.3,101,121.13,0,06:56:00,17:53:00
1483072502,12/29/2016 12:00:00 AM,18:35:02,45,30.3,101,120.56,2.25,06:56:00,17:53:00
1483072207,12/29/2016 12:00:00 AM,18:30:07,46,30.3,101,120.45,1.12,06:56:00,17:53:00
1483071903,12/29/2016 12:00:00 AM,18:25:03,46,30.3,101,123.63,1.12,06:56:00,17:53:00
1483071605,12/29/2016 12:00:00 AM,18:20:05,46,30.3,101,128.62,2.25,06:56:00,17:53:00
1483071302,12/29/2016 12:00:00 AM,18:15:02,46,30.3,101,128.2,0,06:56:00,17:53:00
1483071004,12/29/2016 12:00:00 AM,18:10:04,46,30.29,101,130.35,0,06:56:00,17:53:00
1483070702,12/29/2016 12:00:00 AM,18:05:02,46,30.29,101,130.38,2.25,06:56:00,17:53:00
1483070408,12/29/2016 12:00:00 AM,18:00:08,46,30.29,102,130.38,2.25,06:56:00,17:53:00
1483070102,12/29/2016 12:00:00 AM,17:55:02,46,30.29,102,120.56,0,06:56:00,17:53:00
1483069802,12/29/2016 12:00:00 AM,17:50:02,46,30.29,102,120.44,2.25,06:56:00,17:53:00
1483069503,12/29/2016 12:00:00 AM,17:45:03,46,30.29,102,120.43,2.25,06:56:00,17:53:00
1483069203,12/29/2016 12:00:00 AM,17:40:03,46,30.29,102,119.39,3.37,06:56:00,17:53:00
1483068904,12/29/2016 12:00:00 AM,17:35:04,46,30.29,102,127.39,5.62,06:56:00,17:53:00
1483068605,12/29/2016 12:00:00 AM,17:30:05,46,30.29,102,92.54,0,06:56:00,17:53:00
1483068305,12/29/2016 12:00:00 AM,17:25:05,47,30.29,102,78.34,2.25,06:56:00,17:53:00
1483068020,12/29/2016 12:00:00 AM,17:20:20,47,30.29,102,114.71,1.12,06:56:00,17:53:00
1483067703,12/29/2016 12:00:00 AM,17:15:03,47,30.29,102,108.44,1.12,06:56:00,17:53:00
1483067404,12/29/2016 12:00:00 AM,17:10:04,47,30.29,102,113.83,3.37,06:56:00,17:53:00
1483067103,12/29/2016 12:00:00 AM,17:05:03,47,30.29,102,125.27,1.12,06:56:00,17:53:00
1483066806,12/29/2016 12:00:00 AM,17:00:06,47,30.29,102,98.41,1.12,06:56:00,17:53:00
1483066504,12/29/2016 12:00:00 AM,16:55:04,47,30.29,102,83.07,2.25,06:56:00,17:53:00
1483066202,12/29/2016 12:00:00 AM,16:50:02,47,30.28,102,108.65,2.25,06:56:00,17:53:00
1483065905,12/29/2016 12:00:00 AM,16:45:05,47,30.28,102,99.48,1.12,06:56:00,17:53:00
1483065605,12/29/2016 12:00:00 AM,16:40:05,47,30.28,102,100.41,1.12,06:56:00,17:53:00
1483065304,12/29/2016 12:00:00 AM,16:35:04,47,30.28,102,97.79,0,06:56:00,17:53:00
1483065002,12/29/2016 12:00:00 AM,16:30:02,47,30.29,102,71.43,3.37,06:56:00,17:53:00
1483064702,12/29/2016 12:00:00 AM,16:25:02,48,30.28,102,77.3,3.37,06:56:00,17:53:00
1483064402,12/29/2016 12:00:00 AM,16:20:02,48,30.28,102,55.61,2.25,06:56:00,17:53:00
1483064102,12/29/2016 12:00:00 AM,16:15:02,48,30.28,102,12.07,2.25,06:56:00,17:53:00
1483063803,12/29/2016 12:00:00 AM,16:10:03,48,30.28,102,83.66,2.25,06:56:00,17:53:00
1483063504,12/29/2016 12:00:00 AM,16:05:04,48,30.28,102,22.12,3.37,06:56:00,17:53:00
1483063204,12/29/2016 12:00:00 AM,16:00:04,48,30.28,102,28.83,3.37,06:56:00,17:53:00
1483062904,12/29/2016 12:00:00 AM,15:55:04,48,30.28,102,40.43,3.37,06:56:00,17:53:00
1483062604,12/29/2016 12:00:00 AM,15:50:04,48,30.28,102,38.07,1.12,06:56:00,17:53:00
1483062304,12/29/2016 12:00:00 AM,15:45:04,48,30.28,102,32.14,1.12,06:56:00,17:53:00
1483062003,12/29/2016 12:00:00 AM,15:40:03,49,30.28,102,8.43,1.12,06:56:00,17:53:00
1483061706,12/29/2016 12:00:00 AM,15:35:06,48,30.28,102,52.73,3.37,06:56:00,17:53:00
1483061404,12/29/2016 12:00:00 AM,15:30:04,49,30.28,102,17.44,1.12,06:56:00,17:53:00
1483061103,12/29/2016 12:00:00 AM,15:25:03,49,30.28,102,21.02,3.37,06:56:00,17:53:00
1483060804,12/29/2016 12:00:00 AM,15:20:04,48,30.28,102,95.6,1.12,06:56:00,17:53:00
1483060504,12/29/2016 12:00:00 AM,15:15:04,48,30.28,102,49.52,1.12,06:56:00,17:53:00
1483060205,12/29/2016 12:00:00 AM,15:10:05,48,30.28,102,8.42,2.25,06:56:00,17:53:00
1483059904,12/29/2016 12:00:00 AM,15:05:04,48,30.28,102,36.32,2.25,06:56:00,17:53:00
1483059603,12/29/2016 12:00:00 AM,15:00:03,48,30.28,102,39.26,3.37,06:56:00,17:53:00
1483059306,12/29/2016 12:00:00 AM,14:55:06,49,30.28,102,57.35,5.62,06:56:00,17:53:00
1483059005,12/29/2016 12:00:00 AM,14:50:05,48,30.28,102,34.78,2.25,06:56:00,17:53:00
1483058709,12/29/2016 12:00:00 AM,14:45:09,48,30.28,102,25.56,3.37,06:56:00,17:53:00
1483058404,12/29/2016 12:00:00 AM,14:40:04,48,30.29,102,41.12,4.5,06:56:00,17:53:00
1483058102,12/29/2016 12:00:00 AM,14:35:02,49,30.29,102,27.86,1.12,06:56:00,17:53:00
1483057805,12/29/2016 12:00:00 AM,14:30:05,48,30.29,102,24.22,2.25,06:56:00,17:53:00
1483057502,12/29/2016 12:00:00 AM,14:25:02,48,30.29,102,45.24,6.75,06:56:00,17:53:00
1483057205,12/29/2016 12:00:00 AM,14:20:05,49,30.29,102,337.07,1.12,06:56:00,17:53:00
1483056903,12/29/2016 12:00:00 AM,14:15:03,49,30.29,102,42.2,5.62,06:56:00,17:53:00
1483056604,12/29/2016 12:00:00 AM,14:10:04,49,30.29,102,27.87,6.75,06:56:00,17:53:00
1483056302,12/29/2016 12:00:00 AM,14:05:02,49,30.29,102,55.39,4.5,06:56:00,17:53:00
1483056002,12/29/2016 12:00:00 AM,14:00:02,49,30.3,102,39.47,3.37,06:56:00,17:53:00
1483055706,12/29/2016 12:00:00 AM,13:55:06,49,30.29,102,18.14,4.5,06:56:00,17:53:00
1483055402,12/29/2016 12:00:00 AM,13:50:02,49,30.3,102,24.92,2.25,06:56:00,17:53:00
1483055103,12/29/2016 12:00:00 AM,13:45:03,49,30.3,102,19.89,2.25,06:56:00,17:53:00
1483054802,12/29/2016 12:00:00 AM,13:40:02,48,30.3,102,29.39,2.25,06:56:00,17:53:00
1483054502,12/29/2016 12:00:00 AM,13:35:02,48,30.3,102,56.33,4.5,06:56:00,17:53:00
1483054204,12/29/2016 12:00:00 AM,13:30:04,48,30.3,102,16.59,4.5,06:56:00,17:53:00
1483053902,12/29/2016 12:00:00 AM,13:25:02,48,30.3,102,48.31,4.5,06:56:00,17:53:00
1483053608,12/29/2016 12:00:00 AM,13:20:08,49,30.3,102,47.42,9,06:56:00,17:53:00
1483053303,12/29/2016 12:00:00 AM,13:15:03,49,30.31,102,20.85,3.37,06:56:00,17:53:00
1483053004,12/29/2016 12:00:00 AM,13:10:04,49,30.31,102,22.87,4.5,06:56:00,17:53:00
1483052704,12/29/2016 12:00:00 AM,13:05:04,49,30.31,102,15.95,3.37,06:56:00,17:53:00
1483052402,12/29/2016 12:00:00 AM,13:00:02,49,30.31,102,45.57,3.37,06:56:00,17:53:00
1483052102,12/29/2016 12:00:00 AM,12:55:02,49,30.31,102,35.52,2.25,06:56:00,17:53:00
1483051805,12/29/2016 12:00:00 AM,12:50:05,49,30.32,102,20.77,4.5,06:56:00,17:53:00
1483051502,12/29/2016 12:00:00 AM,12:45:02,49,30.32,102,52.99,2.25,06:56:00,17:53:00
1483051204,12/29/2016 12:00:00 AM,12:40:04,49,30.32,102,11.89,4.5,06:56:00,17:53:00
1483050903,12/29/2016 12:00:00 AM,12:35:03,49,30.33,102,45.38,5.62,06:56:00,17:53:00
1483050602,12/29/2016 12:00:00 AM,12:30:02,48,30.33,102,8.4,4.5,06:56:00,17:53:00
1483050302,12/29/2016 12:00:00 AM,12:25:02,48,30.33,102,29.48,5.62,06:56:00,17:53:00
1483050001,12/29/2016 12:00:00 AM,12:20:01,48,30.33,102,61.81,4.5,06:56:00,17:53:00
1483049703,12/29/2016 12:00:00 AM,12:15:03,48,30.33,102,41.92,4.5,06:56:00,17:53:00
1483049404,12/29/2016 12:00:00 AM,12:10:04,49,30.34,102,62.71,4.5,06:56:00,17:53:00
1483049105,12/29/2016 12:00:00 AM,12:05:05,48,30.34,102,72.67,6.75,06:56:00,17:53:00
1483048804,12/29/2016 12:00:00 AM,12:00:04,48,30.34,102,15.54,3.37,06:56:00,17:53:00
1483048505,12/29/2016 12:00:00 AM,11:55:05,49,30.34,102,10.34,3.37,06:56:00,17:53:00
1483048202,12/29/2016 12:00:00 AM,11:50:02,48,30.34,102,38.03,7.87,06:56:00,17:53:00
1483047901,12/29/2016 12:00:00 AM,11:45:01,48,30.34,101,66.3,6.75,06:56:00,17:53:00
1483047605,12/29/2016 12:00:00 AM,11:40:05,48,30.35,101,30.89,4.5,06:56:00,17:53:00
1483047301,12/29/2016 12:00:00 AM,11:35:01,48,30.35,101,359.81,4.5,06:56:00,17:53:00
1483047001,12/29/2016 12:00:00 AM,11:30:01,48,30.35,101,34.95,5.62,06:56:00,17:53:00
1483046703,12/29/2016 12:00:00 AM,11:25:03,48,30.35,101,47.12,3.37,06:56:00,17:53:00
1483046403,12/29/2016 12:00:00 AM,11:20:03,48,30.35,101,25.82,6.75,06:56:00,17:53:00
1483046105,12/29/2016 12:00:00 AM,11:15:05,48,30.36,101,49.71,3.37,06:56:00,17:53:00
1483045804,12/29/2016 12:00:00 AM,11:10:04,48,30.36,101,84.02,2.25,06:56:00,17:53:00
1483045502,12/29/2016 12:00:00 AM,11:05:02,48,30.36,101,60.55,9,06:56:00,17:53:00
1483045205,12/29/2016 12:00:00 AM,11:00:05,48,30.36,101,357.91,2.25,06:56:00,17:53:00
1483044903,12/29/2016 12:00:00 AM,10:55:03,48,30.36,101,107.9,4.5,06:56:00,17:53:00
1483044607,12/29/2016 12:00:00 AM,10:50:07,48,30.36,101,78.7,11.25,06:56:00,17:53:00
1483044302,12/29/2016 12:00:00 AM,10:45:02,48,30.36,100,37.47,10.12,06:56:00,17:53:00
1483044004,12/29/2016 12:00:00 AM,10:40:04,48,30.37,100,33.38,4.5,06:56:00,17:53:00
1483043704,12/29/2016 12:00:00 AM,10:35:04,49,30.37,100,45,7.87,06:56:00,17:53:00
1483043403,12/29/2016 12:00:00 AM,10:30:03,49,30.37,100,42.83,7.87,06:56:00,17:53:00
1483043104,12/29/2016 12:00:00 AM,10:25:04,49,30.37,100,46.31,5.62,06:56:00,17:53:00
1483042802,12/29/2016 12:00:00 AM,10:20:02,49,30.36,100,8.37,3.37,06:56:00,17:53:00
1483042503,12/29/2016 12:00:00 AM,10:15:03,49,30.37,99,39.35,5.62,06:56:00,17:53:00
1483042205,12/29/2016 12:00:00 AM,10:10:05,49,30.37,99,56.24,6.75,06:56:00,17:53:00
1483041907,12/29/2016 12:00:00 AM,10:05:07,50,30.37,98,65.01,7.87,06:56:00,17:53:00
1483041604,12/29/2016 12:00:00 AM,10:00:04,50,30.37,98,88.38,2.25,06:56:00,17:53:00
1483041301,12/29/2016 12:00:00 AM,09:55:01,50,30.37,99,79.13,4.5,06:56:00,17:53:00
1483041001,12/29/2016 12:00:00 AM,09:50:01,50,30.37,99,136.84,4.5,06:56:00,17:53:00
1483040705,12/29/2016 12:00:00 AM,09:45:05,49,30.37,99,154.83,2.25,06:56:00,17:53:00
1483040401,12/29/2016 12:00:00 AM,09:40:01,50,30.37,100,92.87,6.75,06:56:00,17:53:00
1483040102,12/29/2016 12:00:00 AM,09:35:02,49,30.37,101,65.72,5.62,06:56:00,17:53:00
1483039804,12/29/2016 12:00:00 AM,09:30:04,49,30.37,101,132.79,9,06:56:00,17:53:00
1483039502,12/29/2016 12:00:00 AM,09:25:02,49,30.37,101,98.23,5.62,06:56:00,17:53:00
1483039202,12/29/2016 12:00:00 AM,09:20:02,49,30.37,102,115.67,7.87,06:56:00,17:53:00
1483038902,12/29/2016 12:00:00 AM,09:15:02,49,30.37,102,98.33,3.37,06:56:00,17:53:00
1483038602,12/29/2016 12:00:00 AM,09:10:02,49,30.37,102,166.86,5.62,06:56:00,17:53:00
1483038301,12/29/2016 12:00:00 AM,09:05:01,48,30.37,102,180.52,3.37,06:56:00,17:53:00
1483038036,12/29/2016 12:00:00 AM,09:00:36,48,30.37,102,161.37,4.5,06:56:00,17:53:00
1483037766,12/29/2016 12:00:00 AM,08:56:06,47,30.37,102,119.31,9,06:56:00,17:53:00
1483037450,12/29/2016 12:00:00 AM,08:50:50,47,30.37,102,135.45,3.37,06:56:00,17:53:00
1483036851,12/29/2016 12:00:00 AM,08:40:51,47,30.37,102,152,4.5,06:56:00,17:53:00
1483036540,12/29/2016 12:00:00 AM,08:35:40,47,30.36,102,152.71,4.5,06:56:00,17:53:00
1483036249,12/29/2016 12:00:00 AM,08:30:49,46,30.36,102,146.36,2.25,06:56:00,17:53:00
1483035953,12/29/2016 12:00:00 AM,08:25:53,46,30.36,102,150.82,5.62,06:56:00,17:53:00
1483035639,12/29/2016 12:00:00 AM,08:20:39,46,30.36,102,153.15,5.62,06:56:00,17:53:00
1483035352,12/29/2016 12:00:00 AM,08:15:52,46,30.36,102,153.57,2.25,06:56:00,17:53:00
1483035049,12/29/2016 12:00:00 AM,08:10:49,46,30.36,102,153.37,5.62,06:56:00,17:53:00
1483034740,12/29/2016 12:00:00 AM,08:05:40,45,30.36,102,152.91,3.37,06:56:00,17:53:00
1483034449,12/29/2016 12:00:00 AM,08:00:49,45,30.36,102,152.5,3.37,06:56:00,17:53:00
1483034150,12/29/2016 12:00:00 AM,07:55:50,45,30.36,101,151.5,1.12,06:56:00,17:53:00
1483033840,12/29/2016 12:00:00 AM,07:50:40,44,30.36,101,151.47,3.37,06:56:00,17:53:00
1483033552,12/29/2016 12:00:00 AM,07:45:52,44,30.36,101,150.89,4.5,06:56:00,17:53:00
1483033249,12/29/2016 12:00:00 AM,07:40:49,44,30.36,101,150.88,3.37,06:56:00,17:53:00
1483032943,12/29/2016 12:00:00 AM,07:35:43,44,30.35,101,150.86,3.37,06:56:00,17:53:00
1483032649,12/29/2016 12:00:00 AM,07:30:49,44,30.35,101,160.39,0,06:56:00,17:53:00
1483032340,12/29/2016 12:00:00 AM,07:25:40,44,30.35,101,160.39,3.37,06:56:00,17:53:00
1483032053,12/29/2016 12:00:00 AM,07:20:53,44,30.35,101,160.35,3.37,06:56:00,17:53:00
1483031749,12/29/2016 12:00:00 AM,07:15:49,43,30.35,101,163.04,3.37,06:56:00,17:53:00
1483031439,12/29/2016 12:00:00 AM,07:10:39,43,30.35,101,163.49,3.37,06:56:00,17:53:00
1483031149,12/29/2016 12:00:00 AM,07:05:49,43,30.35,101,111.39,1.12,06:56:00,17:53:00
1483030843,12/29/2016 12:00:00 AM,07:00:43,43,30.35,101,116.93,4.5,06:56:00,17:53:00
1483030550,12/29/2016 12:00:00 AM,06:55:50,42,30.34,100,180.42,4.5,06:56:00,17:53:00
1483030249,12/29/2016 12:00:00 AM,06:50:49,42,30.34,100,165.96,4.5,06:56:00,17:53:00
1483029940,12/29/2016 12:00:00 AM,06:45:40,42,30.34,100,188.08,4.5,06:56:00,17:53:00
1483029652,12/29/2016 12:00:00 AM,06:40:52,41,30.34,100,171.18,5.62,06:56:00,17:53:00
1483029349,12/29/2016 12:00:00 AM,06:35:49,41,30.34,99,192.64,5.62,06:56:00,17:53:00
1483029040,12/29/2016 12:00:00 AM,06:30:40,41,30.34,99,191.67,4.5,06:56:00,17:53:00
1483028749,12/29/2016 12:00:00 AM,06:25:49,41,30.34,99,189.66,6.75,06:56:00,17:53:00
1483028450,12/29/2016 12:00:00 AM,06:20:50,41,30.34,99,195.7,7.87,06:56:00,17:53:00
1483028150,12/29/2016 12:00:00 AM,06:15:50,40,30.34,98,199.44,9,06:56:00,17:53:00
1483027862,12/29/2016 12:00:00 AM,06:11:02,40,30.34,98,184.34,6.75,06:56:00,17:53:00
1483027550,12/29/2016 12:00:00 AM,06:05:50,40,30.34,97,180.16,6.75,06:56:00,17:53:00
1483027253,12/29/2016 12:00:00 AM,06:00:53,40,30.34,97,203.55,5.62,06:56:00,17:53:00
1483026939,12/29/2016 12:00:00 AM,05:55:39,39,30.34,96,177.85,6.75,06:56:00,17:53:00
1483026649,12/29/2016 12:00:00 AM,05:50:49,39,30.34,95,183.2,6.75,06:56:00,17:53:00
1483026350,12/29/2016 12:00:00 AM,05:45:50,39,30.34,95,172.35,7.87,06:56:00,17:53:00
1483026040,12/29/2016 12:00:00 AM,05:40:40,38,30.34,92,198.57,5.62,06:56:00,17:53:00
1483025750,12/29/2016 12:00:00 AM,05:35:50,38,30.34,90,169.45,10.12,06:56:00,17:53:00
1483025450,12/29/2016 12:00:00 AM,05:30:50,38,30.34,84,176.17,6.75,06:56:00,17:53:00
1483025141,12/29/2016 12:00:00 AM,05:25:41,38,30.34,82,175.06,7.87,06:56:00,17:53:00
1483024851,12/29/2016 12:00:00 AM,05:20:51,38,30.34,77,161.68,4.5,06:56:00,17:53:00
1483024552,12/29/2016 12:00:00 AM,05:15:52,37,30.34,71,154.05,5.62,06:56:00,17:53:00
1483024250,12/29/2016 12:00:00 AM,05:10:50,37,30.34,67,175.35,5.62,06:56:00,17:53:00
1483023952,12/29/2016 12:00:00 AM,05:05:52,37,30.34,61,165.49,5.62,06:56:00,17:53:00
1483023640,12/29/2016 12:00:00 AM,05:00:40,37,30.34,56,172.86,5.62,06:56:00,17:53:00
1483023352,12/29/2016 12:00:00 AM,04:55:52,36,30.34,51,171.26,5.62,06:56:00,17:53:00
1483023049,12/29/2016 12:00:00 AM,04:50:49,36,30.34,48,191.92,6.75,06:56:00,17:53:00
1483022749,12/29/2016 12:00:00 AM,04:45:49,36,30.34,48,167.51,7.87,06:56:00,17:53:00
1483022449,12/29/2016 12:00:00 AM,04:40:49,36,30.34,45,178.55,9,06:56:00,17:53:00
1483022143,12/29/2016 12:00:00 AM,04:35:43,36,30.34,45,157.82,7.87,06:56:00,17:53:00
1483021850,12/29/2016 12:00:00 AM,04:30:50,36,30.34,45,179.83,5.62,06:56:00,17:53:00
1483021549,12/29/2016 12:00:00 AM,04:25:49,36,30.34,45,185.4,5.62,06:56:00,17:53:00
1483021242,12/29/2016 12:00:00 AM,04:20:42,36,30.34,46,172.47,5.62,06:56:00,17:53:00
1483020950,12/29/2016 12:00:00 AM,04:15:50,37,30.34,44,162.15,5.62,06:56:00,17:53:00
1483020639,12/29/2016 12:00:00 AM,04:10:39,36,30.34,43,167.83,6.75,06:56:00,17:53:00
1483020349,12/29/2016 12:00:00 AM,04:05:49,36,30.34,47,177.01,5.62,06:56:00,17:53:00
1483020049,12/29/2016 12:00:00 AM,04:00:49,36,30.34,48,173.4,7.87,06:56:00,17:53:00
1483019780,12/29/2016 12:00:00 AM,03:56:20,36,30.34,47,185.51,6.75,06:56:00,17:53:00
1483019449,12/29/2016 12:00:00 AM,03:50:49,36,30.34,50,178.17,7.87,06:56:00,17:53:00
1483019150,12/29/2016 12:00:00 AM,03:45:50,36,30.34,50,173.53,4.5,06:56:00,17:53:00
1483018849,12/29/2016 12:00:00 AM,03:40:49,36,30.34,50,192.49,6.75,06:56:00,17:53:00
1483018549,12/29/2016 12:00:00 AM,03:35:49,37,30.34,50,165.98,9,06:56:00,17:53:00
1483018249,12/29/2016 12:00:00 AM,03:30:49,37,30.34,50,158.83,9,06:56:00,17:53:00
1483017950,12/29/2016 12:00:00 AM,03:25:50,37,30.34,49,188.98,4.5,06:56:00,17:53:00
1483017639,12/29/2016 12:00:00 AM,03:20:39,37,30.34,51,148.79,7.87,06:56:00,17:53:00
1483017349,12/29/2016 12:00:00 AM,03:15:49,37,30.34,49,166.53,6.75,06:56:00,17:53:00
1483017039,12/29/2016 12:00:00 AM,03:10:39,37,30.34,48,140.72,5.62,06:56:00,17:53:00
1483016749,12/29/2016 12:00:00 AM,03:05:49,37,30.34,48,150.23,4.5,06:56:00,17:53:00
1483016450,12/29/2016 12:00:00 AM,03:00:50,37,30.34,53,171.89,6.75,06:56:00,17:53:00
1483016143,12/29/2016 12:00:00 AM,02:55:43,37,30.35,53,154.78,6.75,06:56:00,17:53:00
1483015849,12/29/2016 12:00:00 AM,02:50:49,37,30.35,54,192.35,6.75,06:56:00,17:53:00
1483015543,12/29/2016 12:00:00 AM,02:45:43,37,30.35,54,177,6.75,06:56:00,17:53:00
1483015249,12/29/2016 12:00:00 AM,02:40:49,37,30.35,55,176.53,4.5,06:56:00,17:53:00
1483014949,12/29/2016 12:00:00 AM,02:35:49,37,30.35,57,178.64,6.75,06:56:00,17:53:00
1483014639,12/29/2016 12:00:00 AM,02:30:39,37,30.35,57,185.35,9,06:56:00,17:53:00
1483014350,12/29/2016 12:00:00 AM,02:25:50,37,30.35,56,186.16,7.87,06:56:00,17:53:00
1483014039,12/29/2016 12:00:00 AM,02:20:39,37,30.35,56,161.43,5.62,06:56:00,17:53:00
1483013750,12/29/2016 12:00:00 AM,02:15:50,37,30.35,56,157.03,6.75,06:56:00,17:53:00
1483013452,12/29/2016 12:00:00 AM,02:10:52,37,30.35,58,194.05,7.87,06:56:00,17:53:00
1483013140,12/29/2016 12:00:00 AM,02:05:40,37,30.35,54,176.52,7.87,06:56:00,17:53:00
1483012853,12/29/2016 12:00:00 AM,02:00:53,37,30.36,55,186.36,6.75,06:56:00,17:53:00
1483012539,12/29/2016 12:00:00 AM,01:55:39,37,30.36,53,177.83,6.75,06:56:00,17:53:00
1483012251,12/29/2016 12:00:00 AM,01:50:51,37,30.36,53,177.12,6.75,06:56:00,17:53:00
1483011949,12/29/2016 12:00:00 AM,01:45:49,37,30.36,55,192.57,7.87,06:56:00,17:53:00
1483011642,12/29/2016 12:00:00 AM,01:40:42,37,30.36,54,183.05,7.87,06:56:00,17:53:00
1483011353,12/29/2016 12:00:00 AM,01:35:53,37,30.36,53,178.26,5.62,06:56:00,17:53:00
1483011040,12/29/2016 12:00:00 AM,01:30:40,37,30.36,54,189.43,6.75,06:56:00,17:53:00
1483010749,12/29/2016 12:00:00 AM,01:25:49,37,30.36,55,168.5,7.87,06:56:00,17:53:00
1483010450,12/29/2016 12:00:00 AM,01:20:50,38,30.36,56,189.54,6.75,06:56:00,17:53:00
1483010152,12/29/2016 12:00:00 AM,01:15:52,38,30.36,56,189.03,5.62,06:56:00,17:53:00
1483009850,12/29/2016 12:00:00 AM,01:10:50,38,30.36,57,159.52,4.5,06:56:00,17:53:00
1483009549,12/29/2016 12:00:00 AM,01:05:49,38,30.36,60,172.09,6.75,06:56:00,17:53:00
1483009252,12/29/2016 12:00:00 AM,01:00:52,38,30.36,60,188.9,6.75,06:56:00,17:53:00
1483008939,12/29/2016 12:00:00 AM,00:55:39,38,30.36,60,173,5.62,06:56:00,17:53:00
1483008649,12/29/2016 12:00:00 AM,00:50:49,38,30.36,60,185.77,7.87,06:56:00,17:53:00
1483008349,12/29/2016 12:00:00 AM,00:45:49,38,30.35,60,151.24,4.5,06:56:00,17:53:00
1483008039,12/29/2016 12:00:00 AM,00:40:39,38,30.35,61,168.09,6.75,06:56:00,17:53:00
1483007750,12/29/2016 12:00:00 AM,00:35:50,37,30.35,62,184.49,7.87,06:56:00,17:53:00
1483007449,12/29/2016 12:00:00 AM,00:30:49,37,30.35,64,183.44,9,06:56:00,17:53:00
1483007157,12/29/2016 12:00:00 AM,00:25:57,37,30.35,65,186.72,5.62,06:56:00,17:53:00
1483006849,12/29/2016 12:00:00 AM,00:20:49,38,30.36,64,180.33,6.75,06:56:00,17:53:00
1483006539,12/29/2016 12:00:00 AM,00:15:39,38,30.36,64,191.36,7.87,06:56:00,17:53:00
1483006249,12/29/2016 12:00:00 AM,00:10:49,38,30.36,66,196.37,9,06:56:00,17:53:00
1483005949,12/29/2016 12:00:00 AM,00:05:49,38,30.36,68,197.04,7.87,06:56:00,17:53:00
